County,Year,Population,Index_Count,Index_Rate,Violent_Count,Violent_Rate,Property_Count,Property_Rate,Firearm_Count,Firearm_Rate
St. Lawrence,1990,111974,3541,3162.3,281,251.0,3260,2911.4,8,7.1
Steuben,2015,98066,1549,1579.5,184,187.6,1365,1391.9,13,13.3
Steuben,2014,98730,1533,1552.7,113,114.5,1420,1438.3,5,5.1
Steuben,2013,99222,1533,1545.0,123,124.0,1410,1421.1,8,8.1
Steuben,2012,99568,1837,1845.0,156,156.7,1681,1688.3,7,7.0
Steuben,2011,99435,1687,1696.6,138,138.8,1549,1557.8,9,9.1
Steuben,2010,95252,1837,1928.6,164,172.2,1673,1756.4,8,8.4
Steuben,2009,96303,1401,1454.8,134,139.1,1267,1315.6,3,3.1
Steuben,2008,96608,1498,1550.6,161,166.7,1337,1383.9,1,1.0
Steuben,2007,97881,1551,1584.6,160,163.5,1391,1421.1,4,4.1
Steuben,2006,98896,1770,1789.8,259,261.9,1511,1527.9,10,10.1
Steuben,2005,98956,2153,2175.7,202,204.1,1951,1971.6,3,3.0
Steuben,2004,99203,2093,2109.8,188,189.5,1905,1920.3,10,10.1
Steuben,2003,99482,1516,1523.9,126,126.7,1390,1397.2,7,7.0
Steuben,2002,99668,1417,1421.7,122,122.4,1295,1299.3,6,6.0
Steuben,2001,98908,2025,2047.4,120,121.3,1905,1926.0,6,6.1
Steuben,2000,101886,2049,2011.1,137,134.5,1912,1876.6,6,5.9
Steuben,1999,98065,2427,2474.9,186,189.7,2241,2285.2,4,4.1
Steuben,1998,99265,2725,2745.2,178,179.3,2547,2565.9,9,9.1
Steuben,1997,100424,2937,2924.6,216,215.1,2721,2709.5,6,6.0
Steuben,1996,100697,2880,2860.1,204,202.6,2676,2657.5,7,7.0
Steuben,1995,100432,3466,3451.1,214,213.1,3252,3238.0,9,9.0
Steuben,1994,100455,3303,3288.0,221,220.0,3082,3068.0,10,10.0
Steuben,1993,100617,3004,2985.6,205,203.7,2799,2781.8,9,8.9
Steuben,1992,99783,3439,3446.5,244,244.5,3195,3201.9,8,8.0
Steuben,1991,99454,3509,3528.3,200,201.1,3309,3327.2,4,4.0
Steuben,1990,99088,3410,3441.4,246,248.3,3164,3193.1,6,6.1
Suffolk,2015,1502075,23525,1566.2,1945,129.5,21580,1436.7,467,31.1
Suffolk,2014,1503376,26113,1737.0,1764,117.3,24349,1619.6,360,23.9
Suffolk,2013,1502540,26373,1755.2,1930,128.4,24443,1626.8,409,27.2
Suffolk,2012,1506906,28871,1915.9,2127,141.2,26744,1774.8,437,29.0
Suffolk,2011,1500062,31406,2093.6,2217,147.8,29189,1945.9,530,35.3
Suffolk,2010,1511183,32638,2159.8,2377,157.3,30261,2002.5,542,35.9
Suffolk,2009,1521962,32604,2142.2,2740,180.0,29864,1962.2,582,38.2
Suffolk,2008,1522727,34015,2233.8,2613,171.6,31402,2062.2,568,37.3
Suffolk,2007,1472242,31374,2131.0,2657,180.5,28717,1950.6,549,37.3
Suffolk,2006,1478876,32596,2204.1,3100,209.6,29496,1994.5,619,41.9
Suffolk,2005,1477602,32092,2171.9,3109,210.4,28983,1961.5,680,46.0
Suffolk,2004,1470865,32016,2176.7,2844,193.4,29172,1983.3,512,34.8
Suffolk,2003,1461136,35390,2422.1,2974,203.5,32416,2218.5,617,42.2
Suffolk,2002,1432913,36707,2561.7,3124,218.0,33583,2343.7,600,41.9
Suffolk,2001,1421981,37655,2648.1,3326,233.9,34329,2414.2,662,46.6
Suffolk,2000,1443155,36411,2523.0,3049,211.3,33362,2311.7,473,32.8
Suffolk,1999,1372876,37443,2727.3,2430,177.0,35013,2550.3,341,24.8
Suffolk,1998,1365477,41516,3040.4,2730,199.9,38786,2840.5,372,27.2
Suffolk,1997,1345293,44265,3290.4,2513,186.8,41752,3103.6,402,29.9
Suffolk,1996,1348867,45231,3353.3,2567,190.3,42664,3163.0,452,33.5
Suffolk,1995,1345242,47187,3507.7,2758,205.0,44429,3302.7,479,35.6
Suffolk,1994,1342613,51720,3852.2,3154,234.9,48566,3617.3,642,47.8
Suffolk,1993,1344696,59241,4405.5,3799,282.5,55442,4123.0,895,66.6
Suffolk,1992,1331288,64042,4810.5,4218,316.8,59824,4493.7,938,70.5
Suffolk,1991,1326812,67697,5102.2,3989,300.6,63708,4801.6,829,62.5
Suffolk,1990,1321864,61300,4637.4,3786,286.4,57514,4351.0,651,49.2
Sullivan,2015,75425,1326,1758.0,169,224.1,1157,1534.0,15,19.9
Sullivan,2014,76591,1641,2142.5,156,203.7,1485,1938.9,23,30.0
Sullivan,2013,76673,1719,2242.0,172,224.3,1547,2017.7,23,30.0
Sullivan,2012,77315,1931,2497.6,181,234.1,1750,2263.5,26,33.6
Sullivan,2011,77896,1939,2489.2,200,256.8,1739,2232.5,24,30.8
Sullivan,2010,75137,1708,2273.2,219,291.5,1489,1981.7,18,24.0
Sullivan,2009,76387,1544,2021.3,186,243.5,1358,1777.8,15,19.6
Sullivan,2008,76571,1806,2358.6,195,254.7,1611,2103.9,11,14.4
Sullivan,2007,76742,2067,2693.4,268,349.2,1799,2344.2,19,24.8
Sullivan,2006,76744,2004,2611.3,291,379.2,1713,2232.1,26,33.9
Sullivan,2005,76219,2221,2914.0,260,341.1,1961,2572.8,22,28.9
Sullivan,2004,75092,1880,2503.6,273,363.6,1607,2140.0,17,22.6
Sullivan,2003,74399,2106,2830.7,294,395.2,1812,2435.5,17,22.8
Sullivan,2002,74672,1837,2460.1,256,342.8,1581,2117.3,30,40.2
Sullivan,2001,74102,1817,2452.0,259,349.5,1558,2102.5,16,21.6
Sullivan,2000,72302,2202,3045.6,285,394.2,1917,2651.4,17,23.5
Sullivan,1999,69192,2108,3046.6,235,339.6,1873,2707.0,22,31.8
Sullivan,1998,70503,2528,3585.7,277,392.9,2251,3192.8,18,25.5
Sullivan,1997,70502,2887,4094.9,430,609.9,2457,3485.0,21,29.8
Sullivan,1996,70692,2939,4157.5,398,563.0,2541,3594.5,21,29.7
Sullivan,1995,70504,3031,4299.0,341,483.7,2690,3815.4,34,48.2
Sullivan,1994,70932,3115,4391.5,381,537.1,2734,3854.4,27,38.1
Sullivan,1993,71045,3111,4378.9,379,533.5,2732,3845.5,38,53.5
Sullivan,1992,69765,2872,4116.7,334,478.8,2538,3637.9,17,24.4
Sullivan,1991,69532,3229,4643.9,338,486.1,2891,4157.8,10,14.4
Sullivan,1990,69277,3169,4574.4,300,433.0,2869,4141.3,10,14.4
Tioga,2015,49485,460,929.6,54,109.1,406,820.5,4,8.1
Tioga,2014,50124,467,931.7,27,53.9,440,877.8,2,4.0
Tioga,2013,50342,650,1291.2,27,53.6,623,1237.5,0,0.0
Tioga,2012,51319,667,1299.7,35,68.2,632,1231.5,1,1.9
Tioga,2011,51355,591,1150.8,34,66.2,557,1084.6,1,1.9
Tioga,2010,49341,600,1216.0,36,73.0,564,1143.1,6,12.2
Tioga,2009,49986,555,1110.3,30,60.0,525,1050.3,6,12.0
Tioga,2008,50281,580,1153.5,36,71.6,544,1081.9,4,8.0
Tioga,2007,51076,533,1043.5,35,68.5,498,975.0,5,9.8
Tioga,2006,51613,587,1137.3,37,71.7,550,1065.6,3,5.8
Tioga,2005,51609,513,994.0,29,56.2,484,937.8,2,3.9
Tioga,2004,51846,546,1053.1,29,55.9,517,997.2,1,1.9
Tioga,2003,51860,600,1157.0,32,61.7,568,1095.3,4,7.7
Tioga,2002,52278,610,1166.8,38,72.7,572,1094.2,3,5.7
Tioga,2001,51879,542,1044.7,31,59.8,511,985.0,2,3.9
Tioga,2000,54454,507,931.1,34,62.4,473,868.6,3,5.5
Tioga,1999,52538,614,1168.7,43,81.8,571,1086.8,3,5.7
Tioga,1998,53075,751,1415.0,33,62.2,718,1352.8,0,0.0
Tioga,1997,53325,627,1175.8,47,88.1,580,1087.7,4,7.5
Tioga,1996,53468,839,1569.2,58,108.5,781,1460.7,4,7.5
Tioga,1995,53326,919,1723.4,98,183.8,821,1539.6,4,7.5
Tioga,1994,53551,1020,1904.7,137,255.8,883,1648.9,0,0.0
Tioga,1993,53635,1116,2080.7,180,335.6,936,1745.1,3,5.6
Tioga,1992,52708,1201,2278.6,183,347.2,1018,1931.4,2,3.8
Tioga,1991,52531,1276,2429.0,166,316.0,1110,2113.0,4,7.6
Tioga,1990,52337,915,1748.3,121,231.2,794,1517.1,4,7.6
Tompkins,2015,105240,2206,2096.2,140,133.0,2066,1963.1,11,10.5
Tompkins,2014,104271,2603,2496.4,103,98.8,2500,2397.6,11,10.5
Tompkins,2013,102977,2902,2818.1,109,105.8,2793,2712.3,16,15.5
Tompkins,2012,102272,2746,2685.0,116,113.4,2630,2571.6,14,13.7
Tompkins,2011,102020,2388,2340.7,90,88.2,2298,2252.5,9,8.8
Tompkins,2010,101158,2505,2476.3,120,118.6,2385,2357.7,14,13.8
Tompkins,2009,101616,2558,2517.3,153,150.6,2405,2366.8,13,12.8
Tompkins,2008,101591,2475,2436.2,137,134.9,2338,2301.4,20,19.7
Tompkins,2007,100687,2452,2435.3,116,115.2,2336,2320.1,8,7.9
Tompkins,2006,100286,2720,2712.2,147,146.6,2573,2565.7,10,10.0
Tompkins,2005,100278,2812,2804.2,147,146.6,2665,2657.6,23,22.9
Tompkins,2004,101606,2263,2227.2,116,114.2,2147,2113.1,5,4.9
Tompkins,2003,99376,2294,2308.4,128,128.8,2166,2179.6,10,10.1
Tompkins,2002,97422,3005,3084.5,132,135.5,2873,2949.0,5,5.1
Tompkins,2001,96679,2614,2703.8,121,125.2,2493,2578.6,10,10.3
Tompkins,2000,101841,2558,2511.8,113,111.0,2445,2400.8,6,5.9
Tompkins,1999,96133,2710,2819.0,161,167.5,2549,2651.5,4,4.2
Tompkins,1998,96849,2823,2914.8,101,104.3,2722,2810.6,6,6.2
Tompkins,1997,96127,3286,3418.4,148,154.0,3138,3264.4,14,14.6
Tompkins,1996,96386,3578,3712.2,141,146.3,3437,3565.9,19,19.7
Tompkins,1995,96130,4054,4217.2,163,169.6,3891,4047.6,15,15.6
Tompkins,1994,95651,4468,4671.1,134,140.1,4334,4531.1,9,9.4
Tompkins,1993,95802,4869,5082.4,217,226.5,4652,4855.8,13,13.6
Tompkins,1992,94762,4770,5033.7,181,191.0,4589,4842.7,4,4.2
Tompkins,1991,94446,4862,5147.9,182,192.7,4680,4955.2,6,6.4
Tompkins,1990,94097,4495,4777.0,143,152.0,4352,4625.0,6,6.4
Ulster,2015,179613,3007,1674.2,304,169.3,2703,1504.9,23,12.8
Ulster,2014,180937,3262,1802.8,293,161.9,2969,1640.9,30,16.6
Ulster,2013,181804,3580,1969.2,294,161.7,3286,1807.4,19,10.5
Ulster,2012,183433,3943,2149.6,279,152.1,3664,1997.5,32,17.4
Ulster,2011,183313,3772,2057.7,335,182.7,3437,1874.9,36,19.6
Ulster,2010,179764,3839,2135.6,408,227.0,3431,1908.6,40,22.3
Ulster,2009,182041,3898,2141.3,445,244.5,3453,1896.8,57,31.3
Ulster,2008,182305,3670,2013.1,459,251.8,3211,1761.3,33,18.1
Ulster,2007,182932,3473,1898.5,455,248.7,3018,1649.8,38,20.8
Ulster,2006,183182,3919,2139.4,512,279.5,3407,1859.9,24,13.1
Ulster,2005,182039,4062,2231.4,558,306.5,3504,1924.9,35,19.2
Ulster,2004,181460,3905,2152.0,467,257.4,3438,1894.6,24,13.2
Ulster,2003,180292,4027,2233.6,583,323.4,3444,1910.2,42,23.3
Ulster,2002,179445,4106,2288.2,525,292.6,3581,1995.6,26,14.5
Ulster,2001,178076,3500,1965.5,359,201.6,3141,1763.9,14,7.9
Ulster,2000,174463,3963,2271.5,401,229.8,3562,2041.7,22,12.6
Ulster,1999,166546,4072,2445.0,389,233.6,3683,2211.4,25,15.0
Ulster,1998,167283,4207,2514.9,543,324.6,3664,2190.3,22,13.2
Ulster,1997,168558,4880,2895.1,629,373.2,4251,2522.0,42,24.9
Ulster,1996,169009,4548,2691.0,592,350.3,3956,2340.7,22,13.0
Ulster,1995,168560,4776,2833.4,524,310.9,4252,2522.5,29,17.2
Ulster,1994,169736,5030,2963.4,593,349.4,4437,2614.1,23,13.6
Ulster,1993,170006,5048,2969.3,556,327.0,4492,2642.3,62,36.5
Ulster,1992,166468,5211,3130.3,501,301.0,4710,2829.4,37,22.2
Ulster,1991,165915,5184,3124.5,544,327.9,4640,2796.6,29,17.5
Ulster,1990,165304,5542,3352.6,613,370.8,4929,2981.8,36,21.8
Warren,2015,64672,1084,1676.2,107,165.5,977,1510.7,6,9.3
Warren,2014,65353,1208,1848.4,40,61.2,1168,1787.2,1,1.5
Warren,2013,65566,1292,1970.5,53,80.8,1239,1889.7,1,1.5
Warren,2012,66186,1429,2159.1,125,188.9,1304,1970.2,9,13.6
Warren,2011,66002,1494,2263.6,107,162.1,1387,2101.5,9,13.6
Warren,2010,65549,1297,1978.7,99,151.0,1198,1827.6,4,6.1
Warren,2009,66247,1444,2179.7,77,116.2,1367,2063.5,3,4.5
Warren,2008,66478,1614,2427.9,111,167.0,1503,2260.9,4,6.0
Warren,2007,66304,1629,2456.9,109,164.4,1520,2292.5,8,12.1
Warren,2006,65724,1817,2764.6,112,170.4,1705,2594.2,2,3.0
Warren,2005,65240,1566,2400.4,89,136.4,1477,2263.9,7,10.7
Warren,2004,64840,1457,2247.1,98,151.1,1359,2095.9,7,10.8
Warren,2003,64015,1600,2499.4,135,210.9,1465,2288.5,16,25.0
Warren,2002,63907,1892,2960.6,122,190.9,1770,2769.6,16,25.0
Warren,2001,63419,1772,2794.1,101,159.3,1671,2634.9,7,11.0
Warren,2000,64074,1774,2768.7,110,171.7,1664,2597.0,10,15.6
Warren,1999,61333,1705,2779.9,109,177.7,1596,2602.2,7,11.4
Warren,1998,62023,2076,3347.1,143,230.6,1933,3116.6,8,12.9
Warren,1997,61224,2029,3314.1,133,217.2,1896,3096.8,9,14.7
Warren,1996,61387,2320,3779.3,201,327.4,2119,3451.9,6,9.8
Warren,1995,61223,2358,3851.5,281,459.0,2077,3392.5,8,13.1
Warren,1994,60682,2349,3871.0,278,458.1,2071,3412.9,5,8.2
Warren,1993,60776,2749,4523.2,302,496.9,2447,4026.3,4,6.6
Warren,1992,59628,2872,4816.5,373,625.5,2499,4191.0,2,3.4
Warren,1991,59429,2721,4578.6,298,501.4,2423,4077.1,3,5.0
Warren,1990,59209,2506,4232.5,285,481.3,2221,3751.1,3,5.1
Washington,2015,62016,529,853.0,90,145.1,439,707.9,3,4.8
Washington,2014,63134,684,1083.4,60,95.0,624,988.4,6,9.5
Washington,2013,62893,882,1402.4,71,112.9,811,1289.5,10,15.9
Washington,2012,63506,969,1525.8,77,121.2,892,1404.6,11,17.3
Washington,2011,63500,866,1363.8,96,151.2,770,1212.6,17,26.8
Washington,2010,62227,884,1420.6,93,149.5,791,1271.2,12,19.3
Washington,2009,62991,769,1220.8,60,95.3,709,1125.6,5,7.9
Washington,2008,62944,911,1447.3,119,189.1,792,1258.3,6,9.5
Washington,2007,63536,1003,1578.6,128,201.5,875,1377.2,10,15.7
Washington,2006,63193,1073,1698.0,96,151.9,977,1546.1,6,9.5
Washington,2005,62897,909,1445.2,97,154.2,812,1291.0,6,9.5
Washington,2004,61991,774,1248.6,86,138.7,688,1109.8,2,3.2
Washington,2003,61299,1016,1657.4,185,301.8,831,1355.7,7,11.4
Washington,2002,61624,1123,1822.3,213,345.6,910,1476.7,0,0.0
Washington,2001,61154,960,1569.8,195,318.9,765,1250.9,4,6.5
Washington,2000,62718,1111,1771.4,206,328.5,905,1443.0,6,9.6
Washington,1999,60552,1122,1853.0,193,318.7,929,1534.2,6,9.9
Washington,1998,60816,1375,2260.9,247,406.1,1128,1854.8,8,13.2
Washington,1997,60670,1298,2139.4,194,319.8,1104,1819.7,4,6.6
Washington,1996,60834,1150,1890.4,62,101.9,1088,1788.5,0,0.0
Washington,1995,60674,1395,2299.2,162,267.0,1233,2032.2,2,3.3
Washington,1994,60651,1292,2130.2,197,324.8,1095,1805.4,1,1.6
Washington,1993,60747,1308,2153.2,215,353.9,1093,1799.3,7,11.5
Washington,1992,59745,1352,2263.0,189,316.3,1163,1946.6,2,3.3
Washington,1991,59548,1502,2522.3,209,351.0,1293,2171.4,2,3.4
Washington,1990,59330,1412,2379.9,180,303.4,1232,2076.5,1,1.7
Wayne,2015,91455,1582,1729.8,197,215.4,1385,1514.4,14,15.3
Wayne,2014,92302,1602,1735.6,112,121.3,1490,1614.3,11,11.9
Wayne,2013,92809,1842,1984.7,153,164.9,1689,1819.9,20,21.5
Wayne,2012,93940,1845,1964.0,132,140.5,1713,1823.5,10,10.6
Wayne,2011,94193,1708,1813.3,141,149.7,1567,1663.6,15,15.9
Wayne,2010,90027,1970,2188.2,169,187.7,1801,2000.5,14,15.6
Wayne,2009,91270,1774,1943.7,140,153.4,1634,1790.3,15,16.4
Wayne,2008,90960,2008,2207.6,185,203.4,1823,2004.2,8,8.8
Wayne,2007,92504,1784,1928.6,162,175.1,1622,1753.4,10,10.8
Wayne,2006,92018,2267,2463.6,165,179.3,2102,2284.3,9,9.8
Wayne,2005,93995,2218,2359.7,171,181.9,2047,2177.8,7,7.4
Wayne,2004,93909,2182,2323.5,197,209.8,1985,2113.7,8,8.5
Wayne,2003,94238,2255,2392.9,145,153.9,2110,2239.0,17,18.0
Wayne,2002,94660,2020,2134.0,135,142.6,1885,1991.3,12,12.7
Wayne,2001,93938,2113,2249.4,139,148.0,1974,2101.4,13,13.8
Wayne,2000,99615,2151,2159.3,121,121.5,2030,2037.8,13,13.1
Wayne,1999,95088,1953,2053.9,109,114.6,1844,1939.3,6,6.3
Wayne,1998,95493,2196,2299.6,130,136.1,2066,2163.5,16,16.8
Wayne,1997,92812,2143,2309.0,136,146.5,2007,2162.4,9,9.7
Wayne,1996,93063,2056,2209.3,136,146.1,1920,2063.1,8,8.6
Wayne,1995,92816,2333,2513.6,183,197.2,2150,2316.4,8,8.6
Wayne,1994,91607,2702,2949.6,203,221.6,2499,2728.0,14,15.3
Wayne,1993,91752,2839,3094.2,178,194.0,2661,2900.2,11,12.0
Wayne,1992,89754,2960,3297.9,187,208.3,2773,3089.6,5,5.6
Wayne,1991,89454,3093,3457.6,197,220.2,2896,3237.4,12,13.4
Wayne,1990,89123,2604,2921.8,179,200.8,2425,2721.0,9,10.1
Westchester,2015,976316,12203,1249.9,2136,218.8,10067,1031.1,306,31.3
Westchester,2014,974944,12102,1241.3,2149,220.4,9953,1020.9,270,27.7
Westchester,2013,966498,14129,1461.9,2191,226.7,11938,1235.2,284,29.4
Westchester,2012,961058,15040,1564.9,2448,254.7,12592,1310.2,340,35.4
Westchester,2011,953379,16282,1707.8,2557,268.2,13725,1439.6,346,36.3
Westchester,2010,948303,15392,1623.1,2457,259.1,12935,1364.0,347,36.6
Westchester,2009,956850,16636,1738.6,2482,259.4,14154,1479.2,317,33.1
Westchester,2008,954255,16723,1752.5,2414,253.0,14309,1499.5,319,33.4
Westchester,2007,950091,16786,1766.8,2478,260.8,14308,1506.0,303,31.9
Westchester,2006,943326,17678,1874.0,2768,293.4,14910,1580.6,406,43.0
Westchester,2005,943794,17345,1837.8,2648,280.6,14697,1557.2,376,39.8
Westchester,2004,942114,18621,1976.5,2600,276.0,16021,1700.5,326,34.6
Westchester,2003,938873,19499,2076.9,2617,278.7,16882,1798.1,409,43.6
Westchester,2002,932270,19948,2139.7,2575,276.2,17373,1863.5,379,40.7
Westchester,2001,925158,21591,2333.8,2789,301.5,18802,2032.3,381,41.2
Westchester,2000,944382,22034,2333.2,2624,277.9,19410,2055.3,430,45.5
Westchester,1999,898972,22710,2526.2,2740,304.8,19970,2221.4,430,47.8
Westchester,1998,898102,25977,2892.4,2994,333.4,22983,2559.1,421,46.9
Westchester,1997,887311,28601,3223.3,3146,354.6,25455,2868.8,509,57.4
Westchester,1996,889681,29486,3314.2,3227,362.7,26259,2951.5,553,62.2
Westchester,1995,887306,31001,3493.8,3572,402.6,27429,3091.3,654,73.7
Westchester,1994,884719,31166,3522.7,3632,410.5,27534,3112.2,660,74.6
Westchester,1993,886086,32727,3693.4,3840,433.4,28887,3260.1,678,76.5
Westchester,1992,881073,34275,3890.1,3722,422.4,30553,3467.7,619,70.3
Westchester,1991,878128,37118,4226.9,3933,447.9,33185,3779.1,774,88.1
Westchester,1990,874866,38145,4360.1,3871,442.5,34274,3917.6,647,74.0
Wyoming,2015,40883,422,1032.2,58,141.9,364,890.3,5,12.2
Wyoming,2014,41454,379,914.3,36,86.8,343,827.4,3,7.2
Wyoming,2013,41875,510,1217.9,41,97.9,469,1120.0,6,14.3
Wyoming,2012,42170,552,1309.0,51,120.9,501,1188.0,2,4.7
Wyoming,2011,42344,528,1246.9,37,87.4,491,1159.6,2,4.7
Wyoming,2010,40743,476,1168.3,33,81.0,443,1087.3,6,14.7
Wyoming,2009,41453,500,1206.2,47,113.4,453,1092.8,8,19.3
Wyoming,2008,41742,547,1310.4,52,124.6,495,1185.9,9,21.6
Wyoming,2007,42384,641,1512.4,54,127.4,587,1385.0,2,4.7
Wyoming,2006,42807,753,1759.1,100,233.6,653,1525.5,6,14.0
Wyoming,2005,43048,704,1635.4,83,192.8,621,1442.6,1,2.3
Wyoming,2004,43015,682,1585.5,59,137.2,623,1448.3,3,7.0
Wyoming,2003,43238,1006,2326.7,80,185.0,926,2141.6,2,4.6
Wyoming,2002,43838,1145,2611.9,72,164.2,1073,2447.6,2,4.6
Wyoming,2001,43504,1185,2723.9,102,234.5,1083,2489.4,4,9.2
Wyoming,2000,46083,1124,2439.1,113,245.2,1011,2193.9,5,10.8
Wyoming,1999,44101,1023,2319.7,105,238.1,918,2081.6,3,6.8
Wyoming,1998,44690,1166,2609.1,108,241.7,1058,2367.4,3,6.7
Wyoming,1997,43969,1051,2390.3,114,259.3,937,2131.0,5,11.4
Wyoming,1996,44087,1108,2513.2,122,276.7,986,2236.5,6,13.6
Wyoming,1995,43971,1146,2606.3,138,313.8,1008,2292.4,3,6.8
Wyoming,1994,43629,1052,2411.2,171,391.9,881,2019.3,2,4.6
Wyoming,1993,43699,1151,2633.9,192,439.4,959,2194.6,4,9.2
Wyoming,1992,42804,1179,2754.4,189,441.5,990,2312.9,8,18.7
Wyoming,1991,42663,1220,2859.6,222,520.4,998,2339.3,3,7.0
Wyoming,1990,42507,1354,3185.4,212,498.7,1142,2686.6,5,11.8
Yates,2015,25121,299,1190.2,25,99.5,274,1090.7,1,4.0
Yates,2014,25146,321,1276.5,18,71.6,303,1205.0,3,11.9
Yates,2013,25375,413,1627.6,14,55.2,399,1572.4,0,0.0
Yates,2012,25591,428,1672.5,20,78.2,408,1594.3,2,7.8
Yates,2011,25462,410,1610.2,13,51.1,397,1559.2,0,0.0
Yates,2010,24182,474,1960.1,18,74.4,456,1885.7,1,4.1
Yates,2009,24634,350,1420.8,11,44.7,339,1376.1,0,0.0
Yates,2008,24542,284,1157.2,15,61.1,269,1096.1,1,4.1
Yates,2007,24679,337,1365.5,13,52.7,324,1312.9,0,0.0
Yates,2006,24822,373,1502.7,23,92.7,350,1410.0,1,4.0
Yates,2005,24704,302,1222.5,19,76.9,283,1145.6,0,0.0
Yates,2004,24768,326,1316.2,30,121.1,296,1195.1,2,8.1
Yates,2003,24565,360,1465.5,30,122.1,330,1343.4,0,0.0
Yates,2002,24856,389,1565.0,30,120.7,359,1444.3,1,4.0
Yates,2001,24666,348,1410.8,19,77.0,329,1333.8,0,0.0
Yates,2000,25608,348,1359.0,26,101.5,322,1257.4,1,3.9
Yates,1999,24230,441,1820.1,32,132.1,409,1688.0,0,0.0
Yates,1998,24188,429,1773.6,22,91.0,407,1682.7,1,4.1
Yates,1997,23866,487,2040.6,35,146.7,452,1893.9,0,0.0
Yates,1996,23930,497,2076.9,30,125.4,467,1951.5,1,4.2
Yates,1995,23867,551,2308.6,60,251.4,491,2057.2,2,8.4
Yates,1994,23302,608,2609.2,52,223.2,556,2386.1,2,8.6
Yates,1993,23339,553,2369.4,59,252.8,494,2116.6,2,8.6
Yates,1992,22970,548,2385.7,67,291.7,481,2094.0,2,8.7
Yates,1991,22894,678,2961.5,57,249.0,621,2712.5,1,4.4
Yates,1990,22810,507,2222.7,34,149.1,473,2073.7,2,8.8
